dpse	dmel
FBgn0080845	FBgn0034009
FBgn0080846	FBgn0013750
FBgn0080847	FBgn0037619
FBgn0080848	FBgn0014022
FBgn0080849	FBgn0037703
FBgn0080850	FBgn0034013
FBgn0080851	FBgn0036046
FBgn0080852	FBgn0011660
FBgn0080853	FBgn0033365
FBgn0080854	FBgn0000996
FBgn0080855	FBgn0033362
FBgn0080857	FBgn0026370
FBgn0080859	FBgn0037702
FBgn0080860	FBgn0036043
FBgn0080861	FBgn0024319
FBgn0080862	NA
FBgn0080863	FBgn0034021
FBgn0080865	FBgn0034025
FBgn0080866	FBgn0019968
FBgn0080868	FBgn0022097
FBgn0080869	FBgn0034027
FBgn0080871	FBgn0019644
FBgn0080872	FBgn0034029
FBgn0080873	FBgn0030675
FBgn0080874	FBgn0034030
FBgn0080875	FBgn0033367
FBgn0080876	FBgn0010406
FBgn0080877	FBgn0034032
FBgn0080878	FBgn0033366
FBgn0080879	FBgn0033369
FBgn0080880	FBgn0026666
FBgn0080881	FBgn0037709
FBgn0080882	FBgn0024754
FBgn0080884	FBgn0013762
FBgn0080885	FBgn0034033
FBgn0080886	FBgn0023441
FBgn0080887	FBgn0030679
FBgn0080888	FBgn0034035
FBgn0080889	FBgn0027950
FBgn0080890	FBgn0035830
FBgn0080891	FBgn0030858
FBgn0080893	FBgn0034037
FBgn0080894	FBgn0033358
FBgn0080897	FBgn0032006
FBgn0080898	FBgn0037624
FBgn0080899	FBgn0011300
FBgn0080900	FBgn0033357
FBgn0080903	FBgn0027607
FBgn0080904	FBgn0033352
FBgn0080905	FBgn0033897
FBgn0080907	FBgn0033351
FBgn0080908	FBgn0037626
FBgn0080909	FBgn0033350
FBgn0080910	FBgn0040491
FBgn0080911	FBgn0030683
FBgn0080912	FBgn0086895
FBgn0080913	FBgn0033349
FBgn0080914	FBgn0033031
FBgn0080915	NA
FBgn0080916	FBgn0033348
FBgn0080917	FBgn0033347
FBgn0080918	FBgn0034045
FBgn0080919	FBgn0040505
FBgn0080920	FBgn0003074
FBgn0080921	FBgn0033344
FBgn0080922	FBgn0034046
FBgn0080923	FBgn0041156
FBgn0080924	FBgn0022160
FBgn0080925	FBgn0033900
FBgn0080926	FBgn0033342
FBgn0080927	FBgn0004921
FBgn0080928	FBgn0027513
FBgn0080929	FBgn0004856
FBgn0080930	FBgn0033339
FBgn0080931	FBgn0035827
FBgn0080932	FBgn0021825
FBgn0080933	FBgn0035703
FBgn0080934	FBgn0033657
FBgn0080935	FBgn0033337
FBgn0080936	FBgn0037716
FBgn0080937	FBgn0263144
FBgn0080939	FBgn0038237
FBgn0080940	FBgn0000556
FBgn0080941	FBgn0035824
FBgn0080942	FBgn0032005
FBgn0080943	FBgn0015321
FBgn0080944	FBgn0000206
FBgn0080945	FBgn0037718
FBgn0080947	NA
FBgn0080948	FBgn0030854
FBgn0080949	NA
FBgn0080950	FBgn0034049
FBgn0080951	FBgn0032004
FBgn0080952	FBgn0015247
FBgn0080953	FBgn0034051
FBgn0080954	FBgn0034050
FBgn0080955	FBgn0033673
FBgn0080956	FBgn0034052
FBgn0080957	FBgn0029937
FBgn0080958	FBgn0037717
FBgn0080959	FBgn0034053
FBgn0080960	FBgn0034143
FBgn0080962	FBgn0087040
FBgn0080963	FBgn0033902
FBgn0080964	FBgn0040377
FBgn0080965	FBgn0034141
FBgn0080966	FBgn0037720
FBgn0080967	FBgn0034057
FBgn0080968	FBgn0034058
FBgn0080973	FBgn0034059
FBgn0080974	FBgn0033677
FBgn0080975	FBgn0020236
FBgn0080976	FBgn0033903
FBgn0080977	FBgn0021847
FBgn0080978	FBgn0030851
FBgn0080979	FBgn0037723
FBgn0080980	FBgn0002734
FBgn0080981	FBgn0036023
FBgn0080983	FBgn0033906
FBgn0080984	FBgn0034138
FBgn0080985	FBgn0002735
FBgn0080986	FBgn0036913
FBgn0080988	FBgn0036020
FBgn0080989	FBgn0002732
FBgn0080990	FBgn0033907
FBgn0080991	FBgn0020251
FBgn0080992	FBgn0010339
FBgn0080993	FBgn0002578
FBgn0080994	FBgn0040502
FBgn0080995	FBgn0004463
FBgn0080996	FBgn0033065
FBgn0080997	FBgn0002609
FBgn0080999	FBgn0032003
FBgn0081000	FBgn0037632
FBgn0081001	FBgn0032002
FBgn0081002	FBgn0002632
FBgn0081003	NA
FBgn0081004	FBgn0024732
FBgn0081005	FBgn0037634
FBgn0081006	FBgn0032001
FBgn0081007	FBgn0002633
FBgn0081008	FBgn0028997
FBgn0081009	FBgn0020389
FBgn0081010	FBgn0028407
FBgn0081011	FBgn0000591
FBgn0081012	FBgn0034054
FBgn0081013	FBgn0000289
FBgn0081014	FBgn0035707
FBgn0081015	FBgn0040532
FBgn0081016	FBgn0034060
FBgn0081017	FBgn0032000
FBgn0081018	FBgn0016792
FBgn0081019	FBgn0027495
FBgn0081020	FBgn0037638
FBgn0081021	FBgn0034136
FBgn0081022	FBgn0037737
FBgn0081023	FBgn0001139
FBgn0081024	FBgn0010348
FBgn0081025	FBgn0034061
FBgn0081026	FBgn0034062
FBgn0081027	FBgn0034063
FBgn0081028	FBgn0259978
FBgn0081029	FBgn0010590
FBgn0081030	FBgn0033911
FBgn0081031	FBgn0034065
FBgn0081032	FBgn0015299
FBgn0081033	FBgn0034066
FBgn0081034	FBgn0035708
FBgn0081035	FBgn0034067
FBgn0081036	FBgn0034068
FBgn0081037	FBgn0034069
FBgn0081039	FBgn0034070
FBgn0081040	FBgn0005613
FBgn0081041	FBgn0034071
FBgn0081042	FBgn0033687
FBgn0081043	FBgn0030850
FBgn0081044	FBgn0003607
FBgn0081045	FBgn0005695
FBgn0081046	FBgn0037743
FBgn0081047	FBgn0034073
FBgn0081048	FBgn0033912
FBgn0081050	FBgn0037744
FBgn0081051	FBgn0017549
FBgn0081052	FBgn0031999
FBgn0081053	FBgn0037664
FBgn0081054	FBgn0034075
FBgn0081055	FBgn0033932
FBgn0081056	FBgn0034076
FBgn0081058	FBgn0033029
FBgn0081060	FBgn0086676
FBgn0081061	FBgn0027091
FBgn0081062	FBgn0026378
FBgn0081063	FBgn0034083
FBgn0081064	FBgn0034084
FBgn0081065	FBgn0037670
FBgn0081066	FBgn0010621
FBgn0081067	FBgn0015754
FBgn0081068	FBgn0034086
FBgn0081069	FBgn0004619
FBgn0081070	FBgn0034087
FBgn0081071	FBgn0037671
FBgn0081072	FBgn0262166
FBgn0081073	FBgn0034089
FBgn0081074	FBgn0034091
FBgn0081075	FBgn0038129
FBgn0081076	FBgn0031998
FBgn0081077	FBgn0025454
FBgn0081078	FBgn0261241
FBgn0081079	FBgn0031997
FBgn0081080	FBgn0033697
FBgn0081081	FBgn0038134
FBgn0081082	FBgn0031996
FBgn0081083	FBgn0038235
FBgn0081084	FBgn0034471
FBgn0081085	FBgn0038233
FBgn0081086	FBgn0028343
FBgn0081087	FBgn0033913
FBgn0081088	FBgn0030692
FBgn0081091	FBgn0031995
FBgn0081092	FBgn0037746
FBgn0081093	FBgn0261276
FBgn0081094	FBgn0037747
FBgn0081095	FBgn0038126
FBgn0081096	FBgn0037751
FBgn0081097	FBgn0033915
FBgn0081098	FBgn0264953
FBgn0081099	FBgn0264560
FBgn0081100	FBgn0038225
FBgn0081101	FBgn0033715
FBgn0081102	FBgn0001324
FBgn0081104	FBgn0033716
FBgn0081106	FBgn0261599
FBgn0081107	FBgn0026374
FBgn0081108	FBgn0031992
FBgn0081109	FBgn0037754
FBgn0081110	FBgn0033724
FBgn0081113	FBgn0033728
FBgn0081114	FBgn0261064
FBgn0081115	FBgn0037756
FBgn0081116	FBgn0033729
FBgn0081117	FBgn0033730
FBgn0081118	FBgn0033731
FBgn0081119	FBgn0037757
FBgn0081120	FBgn0035711
FBgn0081121	FBgn0033734
FBgn0081122	FBgn0261283
FBgn0081123	FBgn0010241
FBgn0081124	NA
FBgn0081125	FBgn0033735
FBgn0081126	FBgn0037759
FBgn0081127	FBgn0030844
FBgn0081128	FBgn0033739
FBgn0081129	FBgn0033918
FBgn0081130	FBgn0028582
FBgn0081133	FBgn0027538
FBgn0081134	NA
FBgn0081135	FBgn0035791
FBgn0081136	FBgn0035790
FBgn0081137	FBgn0035788
FBgn0081138	FBgn0001220
FBgn0081139	FBgn0035787
FBgn0081140	FBgn0003345
FBgn0081141	FBgn0033741
FBgn0081142	FBgn0035785
FBgn0081144	FBgn0024889
FBgn0081145	FBgn0035714
FBgn0081146	FBgn0033742
FBgn0081147	FBgn0031990
FBgn0081148	FBgn0261270
FBgn0081151	FBgn0035781
FBgn0081152	FBgn0261269
FBgn0081153	FBgn0035779
FBgn0081154	FBgn0035777
FBgn0081155	FBgn0035776
FBgn0081156	FBgn0034155
FBgn0081157	FBgn0013799
FBgn0081158	FBgn0030841
FBgn0081159	FBgn0033752
FBgn0081160	FBgn0016983
FBgn0081161	FBgn0003567
FBgn0081162	FBgn0043576
FBgn0081163	FBgn0001285
FBgn0081164	FBgn0082598
FBgn0081165	FBgn0011592
FBgn0081166	FBgn0035772
FBgn0081167	FBgn0035771
FBgn0081168	FBgn0033322
FBgn0081169	FBgn0263397
FBgn0081170	FBgn0033320
FBgn0081171	FBgn0033753
FBgn0081172	FBgn0035770
FBgn0081173	FBgn0033921
FBgn0081174	FBgn0011606
FBgn0081175	NA
FBgn0081176	FBgn0003527
FBgn0081177	FBgn0019662
FBgn0081178	FBgn0033755
FBgn0081179	FBgn0034476
FBgn0081181	FBgn0011640
FBgn0081182	FBgn0035766
FBgn0081184	FBgn0264302
FBgn0081185	FBgn0002909
FBgn0081186	FBgn0035763
FBgn0081188	NA
FBgn0081189	FBgn0035762
FBgn0081190	FBgn0035761
FBgn0081191	FBgn0035760
FBgn0081192	FBgn0035754
FBgn0081193	FBgn0012058
FBgn0081195	FBgn0028648
FBgn0081196	FBgn0033924
FBgn0081197	FBgn0024542
FBgn0081198	FBgn0035753
FBgn0081199	FBgn0261111
FBgn0081200	FBgn0033925
FBgn0081201	FBgn0040837
FBgn0081203	FBgn0023001
FBgn0081204	FBgn0011604
FBgn0081205	FBgn0034152
FBgn0081206	FBgn0010387
FBgn0081208	FBgn0035742
FBgn0081209	FBgn0038130
FBgn0081210	FBgn0002775
FBgn0081211	FBgn0033762
FBgn0081213	FBgn0033317
FBgn0081214	FBgn0029629
FBgn0081215	FBgn0003744
FBgn0081216	FBgn0035736
FBgn0081217	FBgn0033313
FBgn0081218	FBgn0035735
FBgn0081219	FBgn0035733
FBgn0081220	FBgn0033312
FBgn0081221	FBgn0033310
FBgn0081222	FBgn0038133
FBgn0081223	FBgn0033763
FBgn0081224	NA
FBgn0081225	FBgn0024238
FBgn0081227	FBgn0034479
FBgn0081228	FBgn0020930
FBgn0081230	FBgn0030837
FBgn0081231	FBgn0032946
FBgn0081233	FBgn0032945
FBgn0081234	FBgn0032943
FBgn0081235	FBgn0023091
FBgn0081236	FBgn0031988
FBgn0081238	FBgn0032938
FBgn0081240	FBgn0021856
FBgn0081241	FBgn0030834
FBgn0081242	FBgn0261239
FBgn0081243	NA
FBgn0081244	FBgn0032935
FBgn0081245	FBgn0032934
FBgn0081246	FBgn0031684
FBgn0081248	NA
FBgn0081249	FBgn0033297
FBgn0081251	FBgn0002569
FBgn0081252	FBgn0002571
FBgn0081254	FBgn0002531
FBgn0081255	FBgn0033287
FBgn0081256	FBgn0010109
FBgn0081257	FBgn0013726
FBgn0081258	FBgn0033272
FBgn0081259	FBgn0263593
FBgn0081260	FBgn0033265
FBgn0081261	FBgn0033260
FBgn0081263	FBgn0033257
FBgn0081264	FBgn0028563
FBgn0081265	FBgn0020279
FBgn0081266	FBgn0025469
FBgn0081268	FBgn0013307
FBgn0081269	FBgn0033247
FBgn0081270	FBgn0027054
FBgn0081271	FBgn0033244
FBgn0081272	FBgn0023094
FBgn0081273	FBgn0033235
FBgn0081274	FBgn0023171
FBgn0081275	FBgn0026722
FBgn0081276	FBgn0263120
FBgn0081277	FBgn0036910
FBgn0081278	FBgn0033309
FBgn0081280	FBgn0033321
FBgn0081281	FBgn0086784
FBgn0081282	FBgn0027585
FBgn0081284	FBgn0262516
FBgn0081285	FBgn0033330
FBgn0081286	FBgn0016978
FBgn0081287	FBgn0261341
FBgn0081288	FBgn0086904
FBgn0081290	FBgn0011227
FBgn0081291	FBgn0036900
FBgn0081292	FBgn0026619
FBgn0081293	FBgn0033773
FBgn0081295	FBgn0004623
FBgn0081296	FBgn0033766
FBgn0081297	FBgn0261625
FBgn0081298	FBgn0038135
FBgn0081299	FBgn0038136
FBgn0081300	FBgn0261673
FBgn0081302	FBgn0033761
FBgn0081304	FBgn0036899
FBgn0081305	FBgn0033378
FBgn0081306	FBgn0022774
FBgn0081307	FBgn0036397
FBgn0081308	FBgn0038140
FBgn0081309	FBgn0033760
FBgn0081311	FBgn0028955
FBgn0081312	FBgn0036896
FBgn0081313	FBgn0027610
FBgn0081314	FBgn0033234
FBgn0081315	FBgn0260655
FBgn0081316	FBgn0038139
FBgn0081317	FBgn0036892
FBgn0081318	FBgn0033408
FBgn0081319	FBgn0028473
FBgn0081320	FBgn0016078
FBgn0081322	FBgn0033413
FBgn0081323	FBgn0020277
FBgn0081326	FBgn0033757
FBgn0081327	FBgn0031476
FBgn0081328	FBgn0031478
FBgn0081329	FBgn0022764
FBgn0081330	FBgn0033754
FBgn0081331	NA
FBgn0081332	FBgn0033751
FBgn0081333	FBgn0033749
FBgn0081335	FBgn0023495
FBgn0081336	FBgn0045063
FBgn0081339	FBgn0033740
FBgn0081340	NA
FBgn0081341	FBgn0033738
FBgn0081342	FBgn0033737
FBgn0081343	FBgn0036386
FBgn0081344	FBgn0033733
FBgn0081345	FBgn0033726
FBgn0081346	FBgn0031520
FBgn0081348	FBgn0033717
FBgn0081349	FBgn0033713
FBgn0081350	FBgn0031537
FBgn0081351	FBgn0021967
FBgn0081352	FBgn0261560
FBgn0081353	FBgn0031651
FBgn0081355	FBgn0031546
FBgn0081356	FBgn0031548
FBgn0081357	FBgn0031550
FBgn0081359	FBgn0033699
FBgn0081360	FBgn0033698
FBgn0081361	FBgn0033696
FBgn0081362	FBgn0037676
FBgn0081364	FBgn0038145
FBgn0081365	FBgn0026376
FBgn0081366	FBgn0037679
FBgn0081367	FBgn0020906
FBgn0081368	FBgn0031654
FBgn0081369	FBgn0035886
FBgn0081370	FBgn0031652
FBgn0081371	FBgn0000723
FBgn0081372	FBgn0033688
FBgn0081373	FBgn0027504
FBgn0081374	FBgn0026176
FBgn0081375	FBgn0015834
FBgn0081376	FBgn0013334
FBgn0081377	FBgn0262467
FBgn0081378	FBgn0010607
FBgn0081379	FBgn0005386
FBgn0081380	FBgn0033679
FBgn0081381	FBgn0259985
FBgn0081382	FBgn0031661
FBgn0081383	FBgn0031663
FBgn0081384	FBgn0031664
FBgn0081385	FBgn0004364
FBgn0081386	FBgn0010411
FBgn0081388	FBgn0010213
FBgn0081389	FBgn0038466
FBgn0081391	FBgn0025833
FBgn0081392	FBgn0038465
FBgn0081393	FBgn0026136
FBgn0081394	FBgn0030833
FBgn0081396	FBgn0030823
FBgn0081399	FBgn0030710
FBgn0081401	FBgn0038405
FBgn0081402	FBgn0034504
FBgn0081403	FBgn0003255
FBgn0081404	FBgn0030717
FBgn0081406	FBgn0000611
FBgn0081409	FBgn0010226
FBgn0081410	FBgn0259896
FBgn0081411	FBgn0030680
FBgn0081412	FBgn0030815
FBgn0081413	FBgn0010591
FBgn0081414	FBgn0250848
FBgn0081417	FBgn0034186
FBgn0081419	FBgn0019890
FBgn0081421	FBgn0030725
FBgn0081422	FBgn0030691
FBgn0081423	FBgn0035315
FBgn0081424	FBgn0086350
FBgn0081425	FBgn0025809
FBgn0081427	FBgn0033674
FBgn0081428	FBgn0031745
FBgn0081430	FBgn0004839
FBgn0081432	FBgn0030092
FBgn0081433	FBgn0033672
FBgn0081434	FBgn0011704
FBgn0081435	FBgn0015019
FBgn0081436	FBgn0001961
FBgn0081437	FBgn0033669
FBgn0081438	FBgn0026402
FBgn0081441	FBgn0035331
FBgn0081442	FBgn0033658
FBgn0081443	FBgn0004406
FBgn0081444	FBgn0033656
FBgn0081446	FBgn0033654
FBgn0081447	FBgn0035334
FBgn0081449	NA
FBgn0081450	FBgn0010516
FBgn0081451	FBgn0028920
FBgn0081452	FBgn0044020
FBgn0081453	FBgn0034176
FBgn0081454	FBgn0034175
FBgn0081455	FBgn0033639
FBgn0081456	FBgn0035336
FBgn0081457	FBgn0033638
FBgn0081458	FBgn0086712
FBgn0081459	FBgn0036398
FBgn0081460	FBgn0028540
FBgn0081461	FBgn0027601
FBgn0081463	FBgn0000319
FBgn0081464	NA
FBgn0081465	FBgn0028847
FBgn0081467	FBgn0035318
FBgn0081468	FBgn0015381
FBgn0081469	FBgn0031747
FBgn0081470	FBgn0014868
FBgn0081474	NA
FBgn0081478	FBgn0014391
FBgn0081479	FBgn0033629
FBgn0081480	FBgn0040931
FBgn0081481	FBgn0021795
FBgn0081482	FBgn0034499
FBgn0081485	FBgn0031752
FBgn0081486	FBgn0002914
FBgn0081487	NA
FBgn0081488	FBgn0085442
FBgn0081489	FBgn0003979
FBgn0081491	FBgn0264389
FBgn0081492	FBgn0015075
FBgn0081494	FBgn0030608
FBgn0081496	FBgn0030096
FBgn0081497	FBgn0033607
FBgn0081498	FBgn0028500
FBgn0081499	FBgn0031757
FBgn0081501	FBgn0030703
FBgn0081502	FBgn0033605
FBgn0081503	FBgn0086519
FBgn0081505	FBgn0030614
FBgn0081506	FBgn0010423
FBgn0081507	FBgn0001942
FBgn0081508	FBgn0033601
FBgn0081509	FBgn0033600
FBgn0081510	FBgn0001941
FBgn0081511	FBgn0033597
FBgn0081512	FBgn0033593
FBgn0081513	FBgn0030615
FBgn0081514	NA
FBgn0081515	FBgn0033582
FBgn0081516	FBgn0030809
FBgn0081519	FBgn0030805
FBgn0081520	FBgn0034497
FBgn0081521	NA
FBgn0081523	FBgn0031760
FBgn0081526	FBgn0031762
FBgn0081527	FBgn0030802
FBgn0081528	FBgn0031882
FBgn0081529	FBgn0030622
FBgn0081531	FBgn0030800
FBgn0081532	FBgn0030624
FBgn0081533	FBgn0031764
FBgn0081534	FBgn0024941
FBgn0081535	FBgn0031765
FBgn0081538	FBgn0030628
FBgn0081539	FBgn0025742
FBgn0081541	FBgn0031766
FBgn0081543	FBgn0035189
FBgn0081545	FBgn0031675
FBgn0081546	FBgn0035187
FBgn0081549	FBgn0000052
FBgn0081550	FBgn0035195
FBgn0081552	FBgn0029161
FBgn0081553	FBgn0035199
FBgn0081554	FBgn0031769
FBgn0081555	FBgn0031879
FBgn0081556	FBgn0262937
FBgn0081557	FBgn0031771
FBgn0081559	FBgn0031773
FBgn0081560	FBgn0031774
FBgn0081561	FBgn0025682
FBgn0081562	FBgn0035203
FBgn0081563	FBgn0031775
FBgn0081566	FBgn0031777
FBgn0081567	FBgn0010246
FBgn0081568	FBgn0028419
FBgn0081569	FBgn0011361
FBgn0081572	FBgn0030634
FBgn0081573	FBgn0010786
FBgn0081574	NA
FBgn0081576	FBgn0035217
FBgn0081577	FBgn0031738
FBgn0081578	FBgn0030718
FBgn0081579	FBgn0031779
FBgn0081581	FBgn0003138
FBgn0081582	FBgn0003114
FBgn0081583	FBgn0035208
FBgn0081584	FBgn0035206
FBgn0081585	FBgn0031878
FBgn0081586	FBgn0004378
FBgn0081587	FBgn0035193
FBgn0081588	FBgn0005655
FBgn0081589	FBgn0035192
FBgn0081590	FBgn0040285
FBgn0081591	FBgn0004391
FBgn0081592	FBgn0031876
FBgn0081594	FBgn0030646
FBgn0081596	FBgn0035181
FBgn0081597	FBgn0001108
FBgn0081598	FBgn0031873
FBgn0081600	FBgn0022710
FBgn0081601	FBgn0031872
FBgn0081602	FBgn0030724
FBgn0081603	FBgn0030655
FBgn0081604	FBgn0028397
FBgn0081605	FBgn0030659
FBgn0081607	NA
FBgn0081609	FBgn0031784
FBgn0081611	FBgn0031782
FBgn0081612	FBgn0261697
FBgn0081613	FBgn0036887
FBgn0081614	FBgn0263200
FBgn0081615	FBgn0029173
FBgn0081616	FBgn0034560
FBgn0081617	FBgn0034558
FBgn0081618	FBgn0036428
FBgn0081619	FBgn0023407
FBgn0081620	FBgn0030669
FBgn0081621	FBgn0032929
FBgn0081622	FBgn0000239
FBgn0081623	FBgn0263050
FBgn0081624	FBgn0010100
FBgn0081625	FBgn0030670
FBgn0081626	FBgn0032925
FBgn0081627	FBgn0032924
FBgn0081628	FBgn0032923
FBgn0081630	FBgn0032921
FBgn0081632	FBgn0032919
FBgn0081633	FBgn0040297
FBgn0081634	FBgn0032916
FBgn0081635	FBgn0015776
FBgn0081636	FBgn0032913
FBgn0081637	FBgn0015777
FBgn0081638	FBgn0005564
FBgn0081639	FBgn0032530
FBgn0081640	FBgn0032911
FBgn0081641	FBgn0032910
FBgn0081643	FBgn0032524
FBgn0081644	FBgn0038161
FBgn0081645	FBgn0032026
FBgn0081646	NA
FBgn0081648	FBgn0032906
FBgn0081649	FBgn0036882
FBgn0081651	FBgn0030672
FBgn0081652	FBgn0032518
FBgn0081653	FBgn0036878
FBgn0081654	FBgn0000454
FBgn0081656	FBgn0032057
FBgn0081657	FBgn0260464
FBgn0081658	FBgn0032058
FBgn0081659	FBgn0036879
FBgn0081660	FBgn0032516
FBgn0081661	FBgn0034666
FBgn0081662	FBgn0036880
FBgn0081663	FBgn0032059
FBgn0081664	FBgn0038181
FBgn0081665	FBgn0260861
FBgn0081667	FBgn0036886
FBgn0081668	FBgn0032514
FBgn0081672	FBgn0038180
FBgn0081673	FBgn0034681
FBgn0081674	FBgn0004914
FBgn0081676	FBgn0038179
FBgn0081678	FBgn0032061
FBgn0081679	FBgn0032878
FBgn0081680	FBgn0032879
FBgn0081681	FBgn0032880
FBgn0081682	FBgn0032881
FBgn0081683	FBgn0032882
FBgn0081685	FBgn0032883
FBgn0081686	FBgn0032884
FBgn0081687	FBgn0263391
FBgn0081688	FBgn0250785
FBgn0081689	FBgn0261394
FBgn0081690	FBgn0032886
FBgn0081692	FBgn0036888
FBgn0081693	FBgn0032889
FBgn0081694	FBgn0032891
FBgn0081695	FBgn0032895
FBgn0081696	FBgn0032897
FBgn0081699	FBgn0032904
FBgn0081701	FBgn0034564
FBgn0081703	FBgn0034572
FBgn0081704	FBgn0002937
FBgn0081705	FBgn0034576
FBgn0081706	FBgn0024555
FBgn0081707	FBgn0034579
FBgn0081709	FBgn0004511
FBgn0081710	FBgn0037688
FBgn0081712	FBgn0035089
FBgn0081713	FBgn0003889
FBgn0081714	FBgn0030332
FBgn0081715	FBgn0037690
FBgn0081716	FBgn0037696
FBgn0081717	FBgn0037697
FBgn0081719	FBgn0014380
FBgn0081720	FBgn0036890
FBgn0081722	FBgn0036891
FBgn0081723	FBgn0260010
FBgn0081724	FBgn0038167
FBgn0081725	FBgn0003205
FBgn0081726	FBgn0036893
FBgn0081727	FBgn0032507
FBgn0081730	FBgn0035094
FBgn0081732	FBgn0029094
FBgn0081733	FBgn0036446
FBgn0081734	FBgn0037708
FBgn0081735	FBgn0024833
FBgn0081736	FBgn0037064
FBgn0081737	FBgn0012034
FBgn0081740	FBgn0037710
FBgn0081741	FBgn0034588
FBgn0081742	FBgn0032506
FBgn0081744	NA
FBgn0081745	FBgn0015721
FBgn0081747	FBgn0030562
FBgn0081748	FBgn0002736
FBgn0081751	FBgn0033086
FBgn0081752	FBgn0030569
FBgn0081754	FBgn0030574
FBgn0081755	FBgn0028406
FBgn0081757	FBgn0034438
FBgn0081758	FBgn0026582
FBgn0081759	FBgn0033092
FBgn0081760	FBgn0027338
FBgn0081761	FBgn0037719
FBgn0081762	FBgn0036451
FBgn0081763	FBgn0032485
FBgn0081764	FBgn0037721
FBgn0081765	FBgn0033096
FBgn0081767	FBgn0033097
FBgn0081771	FBgn0033101
FBgn0081772	FBgn0034599
FBgn0081773	FBgn0000473
FBgn0081775	FBgn0037730
FBgn0081776	FBgn0033109
FBgn0081778	FBgn0037734
FBgn0081779	FBgn0036875
FBgn0081780	FBgn0003891
FBgn0081781	FBgn0036876
FBgn0081783	FBgn0265137
FBgn0081785	FBgn0033113
FBgn0081787	NA
FBgn0081790	FBgn0037760
FBgn0081794	FBgn0037758
FBgn0081795	FBgn0032069
FBgn0081797	NA
FBgn0081798	FBgn0037749
FBgn0081800	FBgn0024330
FBgn0081801	FBgn0028401
FBgn0081802	FBgn0037742
FBgn0081804	FBgn0034603
FBgn0081805	FBgn0026755
FBgn0081806	FBgn0032072
FBgn0081807	FBgn0034618
FBgn0081808	FBgn0031791
FBgn0081809	FBgn0085427
FBgn0081811	NA
FBgn0081812	FBgn0021873
FBgn0081814	FBgn0031799
FBgn0081815	FBgn0032074
FBgn0081817	FBgn0032075
FBgn0081818	FBgn0031800
FBgn0081819	FBgn0031801
FBgn0081820	FBgn0031802
FBgn0081822	FBgn0031803
FBgn0081823	FBgn0030598
FBgn0081824	FBgn0030597
FBgn0081825	FBgn0031805
FBgn0081826	FBgn0043854
FBgn0081827	FBgn0031808
FBgn0081829	FBgn0030594
FBgn0081830	FBgn0259715
FBgn0081831	FBgn0030593
FBgn0081832	FBgn0030592
FBgn0081834	FBgn0030590
FBgn0081835	FBgn0030588
FBgn0081836	FBgn0032078
FBgn0081837	FBgn0030588
FBgn0081838	FBgn0030587
FBgn0081839	FBgn0263278
FBgn0081840	FBgn0032080
FBgn0081841	FBgn0031815
FBgn0081842	FBgn0031813
FBgn0081843	FBgn0031814
FBgn0081844	FBgn0031817
FBgn0081846	FBgn0259749
FBgn0081847	FBgn0031818
FBgn0081849	FBgn0015010
FBgn0081850	FBgn0086357
FBgn0081851	FBgn0020508
FBgn0081852	FBgn0032083
FBgn0081853	FBgn0031821
FBgn0081854	FBgn0027496
FBgn0081855	FBgn0031824
FBgn0081856	FBgn0031822
FBgn0081857	FBgn0031826
FBgn0081859	FBgn0000308
FBgn0081860	FBgn0000320
FBgn0081861	FBgn0032086
FBgn0081862	FBgn0013746
FBgn0081863	NA
FBgn0081864	FBgn0015316
FBgn0081865	FBgn0031081
FBgn0081868	FBgn0031085
FBgn0081869	FBgn0031089
FBgn0081870	FBgn0031090
FBgn0081871	FBgn0031091
FBgn0081872	FBgn0031092
FBgn0081873	FBgn0031094
FBgn0081876	FBgn0031093
FBgn0081877	FBgn0032090
FBgn0081878	FBgn0032101
FBgn0081879	FBgn0087007
FBgn0081880	FBgn0038166
FBgn0081881	FBgn0038361
FBgn0081882	FBgn0038360
FBgn0081883	FBgn0038168
FBgn0081884	FBgn0036426
FBgn0081885	FBgn0038365
FBgn0081887	FBgn0031832
FBgn0081888	FBgn0038371
FBgn0081889	NA
FBgn0081890	FBgn0037578
FBgn0081891	FBgn0038175
FBgn0081892	FBgn0040529
FBgn0081893	FBgn0030789
FBgn0081894	FBgn0030787
FBgn0081895	NA
FBgn0081897	FBgn0037574
FBgn0081899	FBgn0037569
FBgn0081901	FBgn0265101
FBgn0081902	FBgn0036862
FBgn0081903	FBgn0037567
FBgn0081904	FBgn0038172
FBgn0081905	FBgn0001250
FBgn0081906	FBgn0038213
FBgn0081907	FBgn0037565
FBgn0081908	FBgn0036433
FBgn0081909	FBgn0036857
FBgn0081910	FBgn0037561
FBgn0081911	FBgn0027563
FBgn0081912	FBgn0038377
FBgn0081913	FBgn0010173
FBgn0081914	FBgn0027528
FBgn0081916	FBgn0037556
FBgn0081917	FBgn0038165
FBgn0081918	FBgn0037555
FBgn0081919	FBgn0034182
FBgn0081920	FBgn0034183
FBgn0081921	FBgn0031485
FBgn0081922	FBgn0034184
FBgn0081923	FBgn0017578
FBgn0081924	FBgn0038211
FBgn0081926	FBgn0011582
FBgn0081927	FBgn0024250
FBgn0081929	FBgn0026630
FBgn0081930	FBgn0001138
