"gid"	"chr"	"start"	"end"	"length_aef"	"gname"
"FBgn0244810"	"XR_group6"	10679763	10679921	159	"Dpse\GA23408"
"FBgn0244811"	"XR_group6"	10676396	10676971	576	"Dpse\GA23409"
"FBgn0244812"	"XR_group6"	10672476	10672850	375	"Dpse\GA23410"
"FBgn0244813"	"XR_group6"	10670771	10671337	567	"Dpse\GA23411"
"FBgn0244814"	"XL_group1e"	9826613	9827886	1140	"Dpse\GA23412"
"FBgn0244815"	"XR_group6"	10457839	10460184	2346	"Dpse\GA23413"
"FBgn0244816"	"XR_group6"	10389570	10390448	879	"Dpse\GA23414"
"FBgn0244817"	"XR_group6"	10349820	10350350	531	"Dpse\GA23415"
"FBgn0244818"	"XR_group6"	10320284	10320454	171	"Dpse\GA23416"
"FBgn0244819"	"XR_group6"	10256116	10257150	876	"Dpse\GA23417"
"FBgn0244820"	"XR_group6"	10244649	10248532	426	"Dpse\GA23418"
"FBgn0244821"	"XR_group6"	10243067	10243597	531	"Dpse\GA23419"
"FBgn0244822"	"XR_group6"	10241215	10242021	807	"Dpse\GA23420"
"FBgn0244823"	"XR_group6"	10237231	10238795	1179	"Dpse\GA23421"
"FBgn0244824"	"XR_group6"	10235413	10237082	1011	"Dpse\GA23422"
"FBgn0244825"	"XR_group6"	10233530	10234366	837	"Dpse\GA23423"
"FBgn0244826"	"XR_group6"	10226856	10227333	426	"Dpse\GA23424"
"FBgn0244827"	"XR_group6"	10178784	10179479	624	"Dpse\GA23425"
"FBgn0244828"	"XR_group6"	10166851	10167610	690	"Dpse\GA23426"
"FBgn0244829"	"XR_group6"	10132108	10132510	327	"Dpse\GA23427"
"FBgn0244830"	"XL_group1e"	10362735	10363357	555	"Dpse\GA23428"
"FBgn0244831"	"XL_group1e"	9864354	9864776	267	"Dpse\GA23429"
"FBgn0244832"	"XR_group6"	10039100	10053519	723	"Dpse\GA23430"
"FBgn0244833"	"XR_group6"	10007846	10008112	267	"Dpse\GA23431"
"FBgn0244834"	"XL_group1e"	9882545	9882833	210	"Dpse\GA23432"
"FBgn0244835"	"XR_group6"	9958330	9961388	3003	"Dpse\GA23433"
"FBgn0244836"	"XR_group6"	9955805	9957223	768	"Dpse\GA23434"
"FBgn0244837"	"XL_group1e"	9887944	9893895	2091	"Dpse\GA23435"
"FBgn0244838"	"XR_group6"	9853952	9856812	1395	"Dpse\GA23436"
"FBgn0244839"	"XR_group6"	9845018	9848148	2658	"Dpse\GA23437"
"FBgn0244840"	"XR_group6"	9828749	9829829	939	"Dpse\GA23438"
"FBgn0244841"	"XR_group6"	9792647	9793866	966	"Dpse\GA23439"
"FBgn0244842"	"XR_group6"	9691567	9692364	798	"Dpse\GA23440"
"FBgn0244843"	"XR_group6"	9620568	9624681	2628	"Dpse\GA23441"
"FBgn0244844"	"XR_group6"	9611902	9613221	1107	"Dpse\GA23442"
"FBgn0244845"	"XR_group6"	9613251	9614852	750	"Dpse\GA23443"
"FBgn0244846"	"XR_group6"	9593375	9597726	834	"Dpse\GA23444"
"FBgn0244847"	"XR_group6"	9572688	9583738	774	"Dpse\GA23445"
"FBgn0244848"	"XR_group6"	9572193	9572501	309	"Dpse\GA23446"
"FBgn0244849"	"XR_group6"	9571968	9572165	198	"Dpse\GA23447"
"FBgn0244850"	"XR_group6"	9546456	9546822	306	"Dpse\GA23448"
"FBgn0244851"	"XR_group6"	9497351	9498324	741	"Dpse\GA23449"
"FBgn0244852"	"XR_group6"	9475409	9475768	360	"Dpse\GA23450"
"FBgn0244854"	"XR_group6"	9310889	9314892	3723	"Dpse\GA23452"
"FBgn0244855"	"XR_group6"	9183704	9187230	1536	"Dpse\GA23453"
"FBgn0244856"	"XL_group1e"	9964307	9974165	3558	"Dpse\GA23454"
"FBgn0244857"	"XR_group6"	9082055	9083043	639	"Dpse\GA23455"
"FBgn0244858"	"XR_group6"	9079551	9080317	612	"Dpse\GA23456"
"FBgn0244859"	"XR_group6"	9074233	9077870	1512	"Dpse\GA23457"
"FBgn0244860"	"XR_group6"	9008212	9009937	234	"Dpse\GA23458"
"FBgn0244861"	"XR_group6"	8977562	8977942	381	"Dpse\GA23459"
"FBgn0244862"	"XR_group6"	8874391	8876937	2478	"Dpse\GA23460"
"FBgn0244863"	"XL_group1e"	9974836	9977718	2331	"Dpse\GA23461"
"FBgn0244864"	"XR_group6"	8830439	8830684	246	"Dpse\GA23462"
"FBgn0244865"	"XR_group6"	8787850	8788074	225	"Dpse\GA23463"
"FBgn0244866"	"XR_group6"	8622701	8623561	744	"Dpse\GA23464"
"FBgn0244868"	"XR_group6"	8541039	8541800	609	"Dpse\GA23466"
"FBgn0244869"	"XR_group6"	8514337	8526271	1362	"Dpse\GA23467"
"FBgn0244870"	"XR_group6"	8072623	8078566	5775	"Dpse\GA23468"
"FBgn0244871"	"XR_group6"	8009971	8014541	3717	"Dpse\GA23469"
"FBgn0244872"	"XR_group6"	7979016	7988645	2478	"Dpse\GA23470"
"FBgn0244873"	"XR_group6"	7896845	7897206	243	"Dpse\GA23471"
"FBgn0244874"	"XR_group6"	7843471	7844601	354	"Dpse\GA23472"
"FBgn0244875"	"XL_group1e"	9984108	9984350	243	"Dpse\GA23473"
"FBgn0244876"	"XR_group6"	7817787	7828396	3300	"Dpse\GA23474"
"FBgn0244878"	"XR_group6"	7714058	7750267	3447	"Dpse\GA23476"
"FBgn0244879"	"XR_group6"	7702599	7702937	225	"Dpse\GA23477"
"FBgn0244880"	"XR_group6"	7628597	7668087	849	"Dpse\GA23478"
"FBgn0244882"	"XR_group6"	7567616	7572854	4641	"Dpse\GA23480"
"FBgn0244883"	"XR_group6"	7531147	7532129	855	"Dpse\GA23481"
"FBgn0244884"	"XL_group1e"	10022582	10037475	1692	"Dpse\GA23482"
"FBgn0244885"	"XR_group6"	7269281	7269826	546	"Dpse\GA23483"
"FBgn0244886"	"XR_group6"	7268677	7268871	195	"Dpse\GA23484"
"FBgn0244887"	"XL_group1e"	10038067	10038406	264	"Dpse\GA23485"
"FBgn0244888"	"XR_group6"	7090953	7091162	210	"Dpse\GA23486"
"FBgn0244889"	"XR_group6"	7085680	7087048	1245	"Dpse\GA23487"
"FBgn0244890"	"XR_group6"	7000732	7001007	276	"Dpse\GA23488"
"FBgn0244891"	"XR_group6"	6933430	6933813	321	"Dpse\GA23489"
"FBgn0244892"	"XR_group6"	6884903	6885799	897	"Dpse\GA23490"
"FBgn0244893"	"XR_group6"	6867640	6868068	429	"Dpse\GA23491"
"FBgn0244894"	"XR_group6"	6585708	6592440	195	"Dpse\GA23492"
"FBgn0244895"	"XR_group6"	6355042	6355773	732	"Dpse\GA23494"
"FBgn0244896"	"XL_group1e"	10054268	10055479	603	"Dpse\GA23495"
"FBgn0244897"	"XR_group6"	6189337	6205732	3495	"Dpse\GA23496"
"FBgn0244898"	"XR_group6"	6009943	6011469	1176	"Dpse\GA23497"
"FBgn0244899"	"XL_group1e"	10058543	10059751	600	"Dpse\GA23498"
"FBgn0244900"	"XR_group6"	5966713	5968525	624	"Dpse\GA23499"
"FBgn0244901"	"XR_group6"	5934259	5935878	1107	"Dpse\GA23500"
"FBgn0244902"	"XR_group6"	5923898	5924269	372	"Dpse\GA23501"
"FBgn0244903"	"XR_group6"	5908068	5910234	1008	"Dpse\GA23502"
"FBgn0244904"	"XR_group6"	5860360	5871375	3285	"Dpse\GA23503"
"FBgn0244905"	"XL_group1e"	10340486	10344464	1065	"Dpse\GA23504"
"FBgn0244906"	"XR_group6"	5806059	5807030	972	"Dpse\GA23505"
"FBgn0244907"	"XR_group6"	5782694	5783230	537	"Dpse\GA23506"
"FBgn0244908"	"XR_group6"	5781574	5781762	189	"Dpse\GA23507"
"FBgn0244909"	"XR_group6"	5700404	5704539	1326	"Dpse\GA23508"
"FBgn0244910"	"XR_group6"	5687637	5688323	687	"Dpse\GA23509"
"FBgn0244912"	"XR_group6"	5616893	5617309	270	"Dpse\GA23511"
"FBgn0244913"	"XL_group1e"	10091392	10091604	213	"Dpse\GA23512"
"FBgn0244914"	"XR_group6"	5535221	5549194	603	"Dpse\GA23513"
"FBgn0244917"	"XR_group6"	5357824	5359848	360	"Dpse\GA23516"
"FBgn0244918"	"XR_group6"	5356353	5357398	987	"Dpse\GA23517"
"FBgn0244919"	"XR_group6"	5282090	5284866	2193	"Dpse\GA23518"
"FBgn0244920"	"XR_group6"	5157131	5158512	1254	"Dpse\GA23519"
"FBgn0244921"	"XR_group6"	5050529	5055103	3381	"Dpse\GA23520"
"FBgn0244922"	"XL_group1e"	10098458	10100175	1110	"Dpse\GA23521"
"FBgn0244923"	"XR_group6"	5040298	5042304	2007	"Dpse\GA23522"
"FBgn0244924"	"XR_group6"	4868095	4870975	2487	"Dpse\GA23523"
"FBgn0244925"	"XL_group1e"	10101584	10101967	384	"Dpse\GA23524"
"FBgn0244926"	"XR_group6"	4788085	4802439	1773	"Dpse\GA23525"
"FBgn0244927"	"XR_group6"	4783590	4784699	1110	"Dpse\GA23526"
"FBgn0244928"	"XL_group1e"	10126372	10128826	2088	"Dpse\GA23527"
"FBgn0244929"	"XR_group6"	4634584	4636518	1935	"Dpse\GA23528"
"FBgn0244930"	"XR_group6"	4586166	4587233	1002	"Dpse\GA23529"
"FBgn0244931"	"XR_group6"	4580441	4581986	1410	"Dpse\GA23530"
"FBgn0244932"	"XR_group6"	4557558	4566910	1170	"Dpse\GA23531"
"FBgn0244933"	"XR_group6"	4551551	4555805	3735	"Dpse\GA23532"
"FBgn0244934"	"XR_group6"	4530886	4531804	789	"Dpse\GA23533"
"FBgn0244935"	"XR_group6"	4529866	4530309	444	"Dpse\GA23534"
"FBgn0244936"	"XL_group1e"	10145547	10148164	1659	"Dpse\GA23535"
"FBgn0244937"	"XR_group6"	4382671	4383251	450	"Dpse\GA23536"
"FBgn0244938"	"XR_group6"	4382137	4382370	234	"Dpse\GA23537"
"FBgn0244939"	"XR_group6"	4374176	4376331	1023	"Dpse\GA23538"
"FBgn0244940"	"XR_group6"	4325857	4328293	1179	"Dpse\Or69aA"
"FBgn0244941"	"XL_group1e"	10155223	10166981	4788	"Dpse\GA23541"
"FBgn0244942"	"XR_group6"	4264863	4265369	507	"Dpse\GA23542"
"FBgn0244943"	"XR_group6"	4227297	4227617	321	"Dpse\GA23543"
"FBgn0244944"	"XL_group1e"	10168418	10169059	642	"Dpse\GA23544"
"FBgn0244945"	"XR_group6"	4090331	4090888	441	"Dpse\GA23545"
"FBgn0244946"	"XR_group6"	4060791	4062113	1323	"Dpse\GA23546"
"FBgn0244947"	"XR_group6"	4014247	4027828	3987	"Dpse\GA23547"
"FBgn0244948"	"XR_group6"	3889501	3897409	2820	"Dpse\GA23548"
"FBgn0244949"	"XR_group6"	3830000	3840188	498	"Dpse\GA23549"
"FBgn0244950"	"XR_group6"	3783757	3805708	1185	"Dpse\GA23550"
"FBgn0244951"	"XR_group6"	3777265	3777537	273	"Dpse\GA23551"
"FBgn0244952"	"XR_group6"	3732275	3733324	816	"Dpse\GA23552"
"FBgn0244953"	"XL_group1e"	10195944	10198758	1005	"Dpse\GA23553"
"FBgn0244954"	"XR_group6"	3714500	3723284	3810	"Dpse\GA23554"
"FBgn0244955"	"XR_group6"	3677449	3689082	1524	"Dpse\GA23555"
"FBgn0244957"	"XR_group6"	3654613	3662577	2601	"Dpse\GA23557"
"FBgn0244958"	"XR_group6"	3603401	3623089	3396	"Dpse\GA23558"
"FBgn0244959"	"XR_group6"	3563425	3563828	156	"Dpse\GA23559"
"FBgn0244961"	"XR_group6"	3552587	3557446	1272	"Dpse\GA23561"
"FBgn0244962"	"XR_group6"	3546604	3552085	3182	"Dpse\GA23562"
"FBgn0244963"	"XR_group6"	3510047	3513291	1539	"Dpse\GA23563"
"FBgn0244964"	"XR_group6"	3497337	3497577	207	"Dpse\GA23564"
"FBgn0244965"	"XL_group1e"	10216105	10216359	255	"Dpse\GA23565"
"FBgn0244966"	"XR_group6"	3299404	3300603	939	"Dpse\GA23566"
"FBgn0244967"	"XR_group6"	3279587	3281504	1137	"Dpse\GA23567"
"FBgn0244968"	"XR_group6"	3274100	3275400	939	"Dpse\GA23568"
"FBgn0244969"	"XR_group6"	3272801	3273971	954	"Dpse\GA23569"
"FBgn0244970"	"XR_group6"	3267207	3268312	960	"Dpse\GA23570"
"FBgn0244971"	"XR_group6"	3248248	3248556	309	"Dpse\GA23571"
"FBgn0244972"	"XR_group6"	3246121	3246333	213	"Dpse\GA23572"
"FBgn0244973"	"XR_group6"	3198945	3208075	1986	"Dpse\GA23573"
"FBgn0244974"	"XR_group6"	3104763	3105482	720	"Dpse\GA23574"
"FBgn0244975"	"XR_group6"	3068813	3069271	459	"Dpse\GA23575"
"FBgn0244976"	"XR_group6"	3053900	3054403	408	"Dpse\GA23576"
"FBgn0244977"	"XR_group6"	2956946	2957962	1017	"Dpse\GA23577"
"FBgn0244978"	"XR_group6"	2893621	2894100	480	"Dpse\GA23578"
"FBgn0244979"	"XR_group6"	2880233	2880886	654	"Dpse\GA23579"
"FBgn0244980"	"XR_group6"	2875754	2877799	2046	"Dpse\GA23580"
"FBgn0244981"	"XR_group6"	2809880	2818905	264	"Dpse\GA23581"
"FBgn0244982"	"XR_group6"	2781671	2781859	189	"Dpse\GA23582"
"FBgn0244983"	"XR_group6"	2738861	2741207	2061	"Dpse\GA23583"
"FBgn0244984"	"XR_group6"	2688351	2688803	453	"Dpse\GA23584"
"FBgn0244985"	"XR_group6"	2604426	2605384	585	"Dpse\GA23585"
"FBgn0244986"	"XR_group6"	2491415	2493025	1449	"Dpse\GA23586"
"FBgn0244987"	"XR_group6"	2488883	2490008	162	"Dpse\GA23587"
"FBgn0244988"	"XR_group6"	2395558	2428839	2405	"Dpse\GA23588"
"FBgn0244989"	"XR_group6"	2352728	2354505	291	"Dpse\GA23589"
"FBgn0244990"	"XR_group6"	2324110	2335951	4923	"Dpse\GA23590"
"FBgn0244991"	"XR_group6"	2311695	2312015	255	"Dpse\GA23591"
"FBgn0244992"	"XL_group1e"	10354247	10356443	2109	"Dpse\GA23592"
"FBgn0244993"	"XR_group6"	2203494	2204440	822	"Dpse\GA23593"
"FBgn0244994"	"XR_group6"	2201955	2202810	792	"Dpse\GA23594"
"FBgn0244995"	"XR_group6"	2101350	2103201	1731	"Dpse\GA23595"
"FBgn0244996"	"XR_group6"	2064421	2065720	1146	"Dpse\GA23596"
"FBgn0244997"	"XR_group6"	2066537	2067664	1128	"Dpse\GA23597"
"FBgn0244998"	"XL_group1e"	10366138	10366377	240	"Dpse\GA23598"
"FBgn0244999"	"XR_group6"	2028052	2030016	1965	"Dpse\GA23599"
"FBgn0245000"	"XR_group6"	2018146	2027299	2904	"Dpse\GA23600"
"FBgn0245001"	"XR_group6"	1868109	1869080	972	"Dpse\GA23601"
"FBgn0245002"	"XR_group6"	1816668	1817546	879	"Dpse\GA23602"
"FBgn0245003"	"XR_group6"	1750611	1751509	777	"Dpse\GA23603"
"FBgn0245004"	"XR_group6"	1697828	1712623	4560	"Dpse\GA23604"
"FBgn0245005"	"XR_group6"	1669145	1695807	6636	"Dpse\GA23605"
"FBgn0245007"	"XR_group6"	1644474	1645019	300	"Dpse\GA23607"
"FBgn0245008"	"XR_group6"	1596658	1598609	531	"Dpse\GA23608"
"FBgn0245009"	"XR_group6"	1574895	1579400	597	"Dpse\GA23609"
"FBgn0245010"	"XL_group1e"	10395313	10396145	252	"Dpse\GA23610"
"FBgn0245011"	"XR_group6"	1493058	1494368	1242	"Dpse\GA23611"
"FBgn0245012"	"XR_group6"	1426131	1426709	579	"Dpse\GA23612"
"FBgn0245013"	"XR_group6"	1310981	1313053	1207	"Dpse\GA23613"
"FBgn0245014"	"XR_group6"	1308714	1310493	1584	"Dpse\GA23614"
"FBgn0245015"	"XR_group6"	1290010	1290771	762	"Dpse\GA23615"
"FBgn0245016"	"XR_group6"	1070343	1070822	480	"Dpse\GA23616"
"FBgn0245017"	"XR_group6"	1063069	1063847	645	"Dpse\GA23617"
"FBgn0245018"	"XR_group6"	1057175	1057591	417	"Dpse\GA23618"
"FBgn0245019"	"XR_group6"	1044860	1045300	441	"Dpse\GA23619"
"FBgn0245020"	"XL_group1e"	10438433	10439918	1362	"Dpse\GA23620"
"FBgn0245021"	"XR_group6"	752148	755108	1518	"Dpse\GA23621"
"FBgn0245022"	"XR_group6"	643235	645232	186	"Dpse\GA23622"
"FBgn0245023"	"XR_group6"	632591	636374	2073	"Dpse\GA23623"
"FBgn0245024"	"XR_group6"	599478	599993	516	"Dpse\GA23624"
"FBgn0245025"	"XR_group6"	503416	503640	225	"Dpse\GA23625"
"FBgn0245026"	"XR_group6"	424715	435969	156	"Dpse\GA23626"
"FBgn0245027"	"XR_group6"	379314	379478	165	"Dpse\GA23627"
"FBgn0245029"	"XR_group6"	201233	204053	2403	"Dpse\GA23629"
"FBgn0245030"	"XR_group6"	121017	148151	645	"Dpse\GA23630"
"FBgn0245031"	"XL_group1e"	10634956	10638808	591	"Dpse\GA23631"
"FBgn0245032"	"XR_group6"	75589	77052	831	"Dpse\GA23632"
"FBgn0245033"	"XR_group6"	74082	75155	822	"Dpse\GA23633"
"FBgn0245034"	"XR_group6"	96632	102116	1542	"Dpse\GA23634"
"FBgn0245035"	"XL_group1e"	10648136	10648351	216	"Dpse\GA23635"
"FBgn0245036"	"XR_group6"	230075	230602	528	"Dpse\GA23636"
"FBgn0245037"	"XR_group6"	231527	232404	816	"Dpse\GA23637"
"FBgn0245038"	"XR_group6"	233498	234441	804	"Dpse\GA23638"
"FBgn0245039"	"XL_group1e"	10656005	10656250	246	"Dpse\GA23639"
"FBgn0245040"	"XR_group6"	267661	269060	600	"Dpse\GA23640"
"FBgn0245041"	"XR_group6"	567342	567530	189	"Dpse\GA23641"
"FBgn0245042"	"XL_group1e"	10656388	10656966	579	"Dpse\GA23642"
"FBgn0245043"	"XR_group6"	611259	617312	3375	"Dpse\GA23643"
"FBgn0245044"	"XR_group6"	656017	656271	255	"Dpse\GA23644"
"FBgn0245045"	"XR_group6"	689286	689558	273	"Dpse\GA23645"
"FBgn0245046"	"XL_group1e"	10670031	10685709	4611	"Dpse\GA23646"
"FBgn0245047"	"XR_group6"	691678	692064	387	"Dpse\GA23647"
"FBgn0245048"	"XR_group6"	692818	692979	162	"Dpse\GA23648"
"FBgn0245049"	"XR_group6"	698694	699641	948	"Dpse\GA23649"
"FBgn0245050"	"XR_group6"	778217	779483	1134	"Dpse\GA23650"
"FBgn0245051"	"XR_group6"	853368	853698	288	"Dpse\GA23651"
"FBgn0245052"	"XL_group1e"	10694735	10695375	507	"Dpse\GA23652"
"FBgn0245053"	"XR_group6"	977557	982395	4401	"Dpse\GA23653"
"FBgn0245054"	"XR_group6"	982803	983915	864	"Dpse\GA23654"
"FBgn0245055"	"XR_group6"	995442	996392	771	"Dpse\GA23655"
"FBgn0245056"	"XR_group6"	999619	1007196	1755	"Dpse\GA23656"
"FBgn0245057"	"XR_group6"	1007212	1008111	900	"Dpse\GA23657"
"FBgn0245058"	"XR_group6"	1022155	1022871	645	"Dpse\GA23658"
"FBgn0245059"	"XR_group6"	1049731	1051771	1938	"Dpse\GA23659"
"FBgn0245060"	"XL_group1e"	10714826	10715416	591	"Dpse\GA23660"
"FBgn0245061"	"XR_group6"	1071148	1073281	156	"Dpse\GA23661"
"FBgn0245062"	"XR_group6"	1078163	1080471	843	"Dpse\GA23662"
"FBgn0245063"	"XR_group6"	1118325	1120499	2175	"Dpse\GA23663"
"FBgn0245064"	"XR_group6"	1171707	1175316	3147	"Dpse\GA23664"
"FBgn0245065"	"XR_group6"	1175713	1179395	3117	"Dpse\GA23665"
"FBgn0245066"	"XR_group6"	1179669	1183786	3531	"Dpse\GA23666"
"FBgn0245068"	"XR_group6"	1287112	1287879	768	"Dpse\GA23668"
"FBgn0245069"	"XR_group6"	1288027	1305182	4015	"Dpse\GA23669"
"FBgn0245070"	"XL_group1e"	10774406	10774741	336	"Dpse\GA23670"
"FBgn0245071"	"XR_group6"	1436154	1441744	1335	"Dpse\GA23671"
"FBgn0245072"	"XR_group6"	1442658	1443872	1215	"Dpse\GA23672"
"FBgn0245073"	"XR_group6"	1444745	1445632	738	"Dpse\GA23673"
"FBgn0245074"	"XR_group6"	1468907	1469532	435	"Dpse\GA23674"
"FBgn0245075"	"XR_group6"	1591729	1596579	402	"Dpse\GA23675"
"FBgn0245076"	"XR_group6"	1599749	1600141	393	"Dpse\GA23676"
"FBgn0245077"	"XR_group6"	1618018	1629856	2340	"Dpse\GA23677"
"FBgn0245078"	"XR_group6"	1640246	1643544	2589	"Dpse\GA23678"
"FBgn0245079"	"XR_group6"	1645588	1646507	858	"Dpse\GA23679"
"FBgn0245080"	"XR_group6"	1785719	1786024	306	"Dpse\GA23680"
"FBgn0245081"	"XR_group6"	1815378	1816310	786	"Dpse\GA23681"
"FBgn0245082"	"XR_group6"	1821684	1821878	195	"Dpse\GA23682"
"FBgn0245083"	"XR_group6"	1822284	1824474	1137	"Dpse\GA23683"
"FBgn0245084"	"XR_group6"	1832109	1832339	231	"Dpse\GA23684"
"FBgn0245085"	"XR_group6"	1869963	1870820	789	"Dpse\GA23685"
"FBgn0245086"	"XR_group6"	1921877	1923167	1158	"Dpse\GA23686"
"FBgn0245087"	"XR_group6"	1934255	1935454	1146	"Dpse\GA23687"
"FBgn0245088"	"XR_group6"	1967196	1971334	3681	"Dpse\GA23688"
"FBgn0245089"	"XR_group6"	2081120	2082326	1017	"Dpse\GA23689"
"FBgn0245090"	"XR_group6"	2112833	2118720	2355	"Dpse\GA23690"
"FBgn0245091"	"XR_group6"	2152477	2158456	735	"Dpse\GA23691"
"FBgn0245092"	"XL_group1e"	10276999	10278627	1629	"Dpse\GA23692"
"FBgn0245093"	"XL_group1e"	10840539	10840961	423	"Dpse\GA23693"
"FBgn0245094"	"XR_group6"	2170614	2172895	1347	"Dpse\GA23694"
"FBgn0245095"	"XR_group6"	2291944	2296125	3444	"Dpse\GA23695"
"FBgn0245096"	"XL_group1e"	10851337	10900782	2352	"Dpse\GA23696"
"FBgn0245097"	"XR_group6"	2319862	2320086	225	"Dpse\GA23697"
"FBgn0245098"	"XR_group6"	2359124	2359762	573	"Dpse\GA23698"
"FBgn0245099"	"XR_group6"	2379045	2380082	756	"Dpse\GA23699"
"FBgn0245100"	"XR_group6"	2457619	2459117	1434	"Dpse\GA23700"
"FBgn0245101"	"XR_group6"	2462435	2462898	330	"Dpse\GA23701"
"FBgn0245102"	"XR_group6"	2465550	2468153	1308	"Dpse\GA23702"
"FBgn0245103"	"XL_group1e"	10903126	10905370	411	"Dpse\GA23703"
"FBgn0245104"	"XR_group6"	2512547	2513626	879	"Dpse\GA23704"
"FBgn0245105"	"XR_group6"	2567887	2568477	591	"Dpse\GA23706"
"FBgn0245106"	"XR_group6"	2576305	2577252	342	"Dpse\GA23707"
"FBgn0245107"	"XR_group6"	2616016	2616287	180	"Dpse\GA23708"
"FBgn0245108"	"XR_group6"	2678058	2678588	372	"Dpse\GA23709"
"FBgn0245109"	"XR_group6"	2699223	2700272	510	"Dpse\GA23710"
"FBgn0245111"	"XR_group6"	2878129	2878566	438	"Dpse\GA23712"
"FBgn0245112"	"XR_group6"	2966041	2971156	330	"Dpse\GA23713"
"FBgn0245113"	"XR_group6"	3014701	3017863	2811	"Dpse\GA23714"
"FBgn0245114"	"XR_group6"	3036425	3036855	300	"Dpse\GA23715"
"FBgn0245115"	"XR_group6"	3041802	3043580	345	"Dpse\GA23716"
"FBgn0245116"	"XR_group6"	3046890	3048483	1011	"Dpse\GA23717"
"FBgn0245117"	"XR_group6"	3069506	3069892	387	"Dpse\GA23718"
"FBgn0245118"	"XL_group1e"	10942690	11086962	3033	"Dpse\GA23719"
"FBgn0245119"	"XR_group6"	3209283	3213567	408	"Dpse\GA23720"
"FBgn0245120"	"XR_group6"	3249010	3249309	300	"Dpse\GA23721"
"FBgn0245121"	"XR_group6"	3250234	3250860	627	"Dpse\GA23722"
"FBgn0245122"	"XR_group6"	3289486	3292852	2010	"Dpse\GA23723"
"FBgn0245123"	"XR_group6"	3308116	3308298	183	"Dpse\GA23724"
"FBgn0245124"	"XR_group6"	3322132	3322299	168	"Dpse\GA23725"
"FBgn0245125"	"XR_group6"	3446666	3459220	420	"Dpse\GA23726"
"FBgn0245126"	"XL_group1e"	11132194	11132916	651	"Dpse\GA23727"
"FBgn0245127"	"XR_group6"	3534672	3545949	6654	"Dpse\GA23728"
"FBgn0245128"	"XR_group6"	3559771	3560175	339	"Dpse\GA23729"
"FBgn0245129"	"XR_group6"	3583992	3585121	996	"Dpse\GA23730"
"FBgn0245130"	"XR_group6"	3856319	3856578	240	"Dpse\GA23731"
"FBgn0245131"	"XR_group6"	3872332	3879373	2217	"Dpse\GA23732"
"FBgn0245132"	"XR_group6"	3880720	3881064	345	"Dpse\GA23733"
"FBgn0245133"	"XR_group6"	3902497	3903048	552	"Dpse\GA23734"
"FBgn0245134"	"XR_group6"	3958221	3958610	216	"Dpse\GA23735"
"FBgn0245135"	"XR_group6"	4005702	4013215	6603	"Dpse\GA23736"
"FBgn0245136"	"XR_group6"	4017098	4017910	813	"Dpse\GA23737"
"FBgn0245137"	"XR_group6"	4037271	4038209	939	"Dpse\GA23738"
"FBgn0245138"	"XL_group1e"	11201131	11203069	1797	"Dpse\GA23739"
"FBgn0245139"	"XR_group6"	4114628	4131265	1764	"Dpse\GA23740"
"FBgn0245140"	"XR_group6"	4132937	4134771	1176	"Dpse\GA23741"
"FBgn0245141"	"XR_group6"	4152066	4152431	366	"Dpse\GA23742"
"FBgn0245142"	"XR_group6"	4161594	4169390	6984	"Dpse\GA23743"
"FBgn0245143"	"XR_group6"	4271316	4272550	729	"Dpse\GA23744"
"FBgn0245144"	"XR_group6"	4439638	4440315	678	"Dpse\GA23745"
"FBgn0245145"	"XR_group6"	4440353	4440829	477	"Dpse\GA23746"
"FBgn0245146"	"XR_group6"	4534915	4535622	708	"Dpse\GA23747"
"FBgn0245148"	"XL_group1e"	11243522	11245642	1995	"Dpse\GA23749"
"FBgn0245149"	"XR_group6"	4740789	4752117	3990	"Dpse\GA23750"
"FBgn0245150"	"XR_group6"	4873516	4875243	987	"Dpse\GA23751"
"FBgn0245152"	"XR_group6"	4973717	4975465	1272	"Dpse\GA23753"
"FBgn0245153"	"XR_group6"	4975499	4976767	1065	"Dpse\GA23754"
"FBgn0245154"	"XL_group1e"	11273782	11274162	381	"Dpse\GA23755"
"FBgn0245155"	"XR_group6"	5082019	5100614	246	"Dpse\GA23756"
"FBgn0245156"	"XR_group6"	5267438	5271962	174	"Dpse\GA23757"
"FBgn0245157"	"XR_group6"	5273621	5274103	393	"Dpse\GA23758"
"FBgn0245158"	"XL_group1e"	11276296	11276595	300	"Dpse\GA23759"
"FBgn0245159"	"XR_group6"	5293415	5300050	753	"Dpse\GA23760"
"FBgn0245160"	"XR_group6"	5301543	5304834	2982	"Dpse\GA23761"
"FBgn0245162"	"XR_group6"	5529478	5531097	1620	"Dpse\GA23763"
"FBgn0245163"	"XR_group6"	5531122	5531934	813	"Dpse\GA23764"
"FBgn0245164"	"XR_group6"	5556864	5558063	816	"Dpse\GA23765"
"FBgn0245165"	"XR_group6"	5567122	5568262	306	"Dpse\GA23766"
"FBgn0245166"	"XR_group6"	5603747	5604511	705	"Dpse\GA23767"
"FBgn0245167"	"XR_group6"	5605536	5605763	228	"Dpse\GA23768"
"FBgn0245168"	"XR_group6"	5615657	5616796	1071	"Dpse\GA23769"
"FBgn0245169"	"XL_group1e"	11288023	11290074	249	"Dpse\GA23770"
"FBgn0245170"	"XR_group6"	5784251	5790526	3006	"Dpse\GA23771"
"FBgn0245171"	"XR_group6"	5793449	5796508	1947	"Dpse\GA23772"
